date,location,admission_count,disease_type,age_group,created_at,data_type,total_beds,icu_beds,available_beds
2024-02-10,Hai Phong,3.0,COVID-19,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,15.0,Flu,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,13.0,Flu,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,15.0,Flu,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,7.0,Flu,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,10.0,Flu,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Pneumonia,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,3.0,Pneumonia,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,4.0,Pneumonia,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Pneumonia,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Heart Disease,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Heart Disease,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Heart Disease,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Heart Disease,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,3.0,Heart Disease,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Diabetes,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Diabetes,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Diabetes,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Dengue Fever,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,1.0,Dengue Fever,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,5.0,Others,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,7.0,Others,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,8.0,Others,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,4.0,Others,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-10,Hai Phong,2.0,Others,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,COVID-19,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,4.0,COVID-19,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,5.0,COVID-19,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,2.0,COVID-19,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,4.0,COVID-19,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,13.0,Flu,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,11.0,Flu,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,13.0,Flu,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,6.0,Flu,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,8.0,Flu,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Pneumonia,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,4.0,Pneumonia,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,4.0,Pneumonia,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,2.0,Pneumonia,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,2.0,Heart Disease,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Heart Disease,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Heart Disease,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Heart Disease,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,4.0,Heart Disease,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,2.0,Diabetes,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,2.0,Diabetes,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Diabetes,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,1.0,Dengue Fever,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,7.0,Others,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,9.0,Others,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,11.0,Others,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,5.0,Others,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-11,Hai Phong,3.0,Others,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,3.0,COVID-19,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,COVID-19,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,5.0,COVID-19,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,2.0,COVID-19,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,COVID-19,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,18.0,Flu,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,15.0,Flu,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,18.0,Flu,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,9.0,Flu,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,12.0,Flu,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,3.0,Pneumonia,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,Pneumonia,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,5.0,Pneumonia,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,2.0,Pneumonia,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,3.0,Heart Disease,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,Heart Disease,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,Heart Disease,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,Heart Disease,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,5.0,Heart Disease,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,2.0,Diabetes,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,2.0,Diabetes,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,3.0,Diabetes,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Dengue Fever,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,2.0,Dengue Fever,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,8.0,Others,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,10.0,Others,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,12.0,Others,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,6.0,Others,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-12,Hai Phong,4.0,Others,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,4.0,COVID-19,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,5.0,COVID-19,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,6.0,COVID-19,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,3.0,COVID-19,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,5.0,COVID-19,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,25.0,Flu,0-18,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,21.0,Flu,19-30,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,25.0,Flu,31-50,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,12.0,Flu,51-65,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,16.0,Flu,65+,2025-08-26T12:35:24.800473,admissions,,,
2024-02-13,Hai Phong,4.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,5.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,6.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Pneumonia,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Pneumonia,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Heart Disease,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Heart Disease,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Heart Disease,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Heart Disease,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Heart Disease,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Diabetes,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Diabetes,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,4.0,Diabetes,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Diabetes,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Dengue Fever,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,2.0,Dengue Fever,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Dengue Fever,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,1.0,Dengue Fever,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,6.0,Others,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,8.0,Others,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,10.0,Others,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,5.0,Others,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-13,Hai Phong,3.0,Others,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,4.0,COVID-19,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,5.0,COVID-19,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,6.0,COVID-19,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,3.0,COVID-19,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,5.0,COVID-19,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,21.0,Flu,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,18.0,Flu,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,21.0,Flu,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,10.0,Flu,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,14.0,Flu,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,3.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,4.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,4.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,2.0,Pneumonia,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,3.0,Heart Disease,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,4.0,Heart Disease,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,5.0,Heart Disease,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,5.0,Heart Disease,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,6.0,Heart Disease,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,3.0,Diabetes,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,3.0,Diabetes,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,4.0,Diabetes,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,2.0,Diabetes,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,1.0,Dengue Fever,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,2.0,Dengue Fever,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,2.0,Dengue Fever,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,10.0,Others,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,13.0,Others,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,15.0,Others,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,7.0,Others,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-14,Hai Phong,5.0,Others,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,7.0,COVID-19,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,8.0,COVID-19,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,10.0,COVID-19,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,5.0,COVID-19,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,8.0,COVID-19,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,19.0,Flu,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,16.0,Flu,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,19.0,Flu,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,9.0,Flu,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,12.0,Flu,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,4.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,4.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Pneumonia,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Heart Disease,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Heart Disease,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Heart Disease,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Heart Disease,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,4.0,Heart Disease,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Diabetes,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Diabetes,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Diabetes,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Dengue Fever,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,2.0,Dengue Fever,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Dengue Fever,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,1.0,Dengue Fever,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,7.0,Others,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,8.0,Others,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,10.0,Others,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,5.0,Others,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-15,Hai Phong,3.0,Others,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,6.0,COVID-19,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,7.0,COVID-19,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,9.0,COVID-19,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,COVID-19,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,7.0,COVID-19,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,25.0,Flu,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,21.0,Flu,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,25.0,Flu,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,12.0,Flu,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,16.0,Flu,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,6.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,7.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,3.0,Pneumonia,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,2.0,Pneumonia,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,3.0,Heart Disease,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,Heart Disease,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,Heart Disease,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,Heart Disease,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,5.0,Heart Disease,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,2.0,Diabetes,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,2.0,Diabetes,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,3.0,Diabetes,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,1.0,Diabetes,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,1.0,Dengue Fever,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,2.0,Dengue Fever,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,1.0,Dengue Fever,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,8.0,Others,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,10.0,Others,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,12.0,Others,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,6.0,Others,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-16,Hai Phong,4.0,Others,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,COVID-19,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,4.0,COVID-19,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,5.0,COVID-19,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,COVID-19,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,4.0,COVID-19,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,11.0,Flu,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,9.0,Flu,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,11.0,Flu,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,5.0,Flu,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,7.0,Flu,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Pneumonia,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Pneumonia,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,Heart Disease,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,Heart Disease,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Heart Disease,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Heart Disease,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Heart Disease,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Diabetes,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Diabetes,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,Diabetes,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Diabetes,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Dengue Fever,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,1.0,Dengue Fever,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,4.0,Others,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,5.0,Others,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,6.0,Others,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,3.0,Others,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-17,Hai Phong,2.0,Others,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,3.0,COVID-19,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,4.0,COVID-19,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,4.0,COVID-19,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,2.0,COVID-19,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,4.0,COVID-19,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,12.0,Flu,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,10.0,Flu,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,12.0,Flu,31-50,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,6.0,Flu,51-65,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,8.0,Flu,65+,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,2.0,Pneumonia,0-18,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,3.0,Pneumonia,19-30,2025-08-26T12:35:24.801468,admissions,,,
2024-02-18,Hai Phong,4.0,Pneumonia,31-50,2025-08-26T12:35:24.801468,admissions,,,
